,url,tmdb_id,budget_original_string,budget_currency,budget_min,budget_max,budget_avg,budget_error,box_office_original_string,box_office_currency,box office_min,box_office_max,box_office_avg,box_office_error,external_links,error,box_office_min
32270,https://en.wikipedia.org/wiki/Faces_of_Death_II,15900,"$450,000[2]",USD,450000.0,450000.0,450000.0,,$35 million[2],USD,35000000.0,35000000.0,35000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0077533/', 'AllMovie': 'https://www.allmovie.com/movie/v16555'}",,
22485,https://en.wikipedia.org/wiki/Faces_of_Death_III,15901,"$450,000[2]",USD,450000.0,450000.0,450000.0,,$35 million[2],USD,35000000.0,35000000.0,35000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0077533/', 'AllMovie': 'https://www.allmovie.com/movie/v16555'}",,
17239,https://en.wikipedia.org/wiki/Faces_of_Death_IV,15902,"$450,000[2]",USD,450000.0,450000.0,450000.0,,$35 million[2],USD,35000000.0,35000000.0,35000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0077533/', 'AllMovie': 'https://www.allmovie.com/movie/v16555'}",,
12805,https://en.wikipedia.org/wiki/Faces_of_Death_V,15903,"$450,000[2]",USD,450000.0,450000.0,450000.0,,$35 million[2],USD,35000000.0,35000000.0,35000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0077533/', 'AllMovie': 'https://www.allmovie.com/movie/v16555'}",,
53808,https://en.wikipedia.org/wiki/Duma_(2005_film),15907,$12 million,USD,12000000.0,12000000.0,12000000.0,,"$994,790 (worldwide)",USD,,994790.0,994790.0,,"{'Official website': 'https://www.warnerbros.com/duma', 'IMDb': 'https://www.imdb.com/title/tt0361715/', 'AllMovie': 'https://www.allmovie.com/movie/v288763'}",,994790.0
641,https://en.wikipedia.org/wiki/Kermit%27s_Swamp_Years,15909,,,,,,,,,,,,,"{'Official website': 'http://www.sonypictures.com/movies/kermitsswampyears/', 'Internet Movie Database': 'https://www.imdb.com/title/tt0304283/'}",,
4818,https://en.wikipedia.org/wiki/Post_Impact,15910,"$3,200,000 (estimated)[1]",USD,3200000.0,3200000.0,3200000.0,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0362942/'},,
20975,https://en.wikipedia.org/wiki/The_Square_(2008_film),15912,,,,,,,,,,,,,"{'Official website': 'http://www.squarethemovie.com/', 'AllMovie': 'https://www.allmovie.com/movie/v463272', 'IMDb': 'https://www.imdb.com/title/tt1085507/', 'Metacritic': 'https://www.metacritic.com/movie/the-square', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/square', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=square10.htm'}",,
35795,https://en.wikipedia.org/wiki/The_Pornographer,15915,€1 million[1]($1.1 million),EUR,1000000.0,1000000.0,1000000.0,,"$126,  027[2]",USD,27.0,126.0,76.5,,"{'IMDb': 'https://www.imdb.com/title/tt0262699/', 'British Film Institute': 'https://web.archive.org/web/20180401151640/http://www.bfi.org.uk/films-tv-people/4ce2b84b6eb46', 'The Pornographer': 'http://filmsdefrance.com/FDF_Le_Pornographe.html'}",,
8432,https://en.wikipedia.org/wiki/Devdas_(2002_Hindi_film),15917,₹50 crore[2],INR,500000000.0,500000000.0,500000000.0,,₹168 crore[3][4],INR,1680000000.0,1680000000.0,1680000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0238936/', 'Box Office Mojo': 'https://www.boxofficemojo.com/movies/?id=devdas.htm'}",,
34207,https://en.wikipedia.org/wiki/Autumn_Spring,15920,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0286476/'},,
36856,https://en.wikipedia.org/wiki/All_Roads_Lead_Home,15922,,,,,,,,,,,,,{},Failed to fetch content,
8220,https://en.wikipedia.org/wiki/Beer_for_My_Horses_(film),15926,$10 million,USD,10000000.0,10000000.0,10000000.0,,"$667,000",USD,667000.0,667000.0,667000.0,,{'IMDb': 'https://www.imdb.com/title/tt1178640/'},,
3822,https://en.wikipedia.org/wiki/A_Passage_to_India_(film),15927,£17 million[3] or $14.5 million[4],GBP,14500000.0,17000000.0,15750000.0,,$40 million (est.),USD,40000000.0,40000000.0,40000000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0087892/', 'AllMovie': 'https://www.allmovie.com/movie/v37349', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/86319/enwp', 'Photos and notes of locations used in A Passage to India': 'https://web.archive.org/web/20151123224610/http://www.mapability.com/travel/p2i/index.php'}",,
30157,https://en.wikipedia.org/wiki/Fidibus,15928,,,,,,,,,,,,,{},Failed to fetch content,
30218,https://en.wikipedia.org/wiki/Fightgirl_Ayse,15930,,,,,,,,,,,,,{},Failed to fetch content,
13554,https://en.wikipedia.org/wiki/The_Collector_(2004_film),15931,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0400538/', 'Entry in danskefilm': 'http://www.danskefilm.dk/film/1111.html'}",,
42453,https://en.wikipedia.org/wiki/The_Candidate_(2008_film),15932,,,,,,,,,,,,,{},Failed to fetch content,
5935,https://en.wikipedia.org/wiki/El_Cantante,15934,,,,,,,"$24,521,532 (including DVD sales)[1]",USD,24521532.0,24521532.0,24521532.0,,{},,
20314,https://en.wikipedia.org/wiki/Bad_Eggs,15935,$4.5 million[1],USD,4500000.0,4500000.0,4500000.0,,$2.3 million[2],USD,2300000.0,2300000.0,2300000.0,,"{'IMDb': 'https://www.imdb.com/title/tt0312409/', 'Bad Eggs': 'http://www.ozmovies.com.au/movie/bad-eggs', 'Archived': 'https://www.hollywoodreporter.com/thr/reviews/review_display.jsp?vnu_content_id=1948286', 'Bad Eggs at the National Film and Sound Archive': 'http://colsearch.nfsa.afc.gov.au/nfsa/search/display/display.w3p;adv=yes;group=;groupequals=;holdingType=;page=0;parentid=;query=610266;querytype=;rec=0;resCount=10'}",,
3133,https://en.wikipedia.org/wiki/Just_Add_Water_(film),15936,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0790723/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/10009491_just_add_water'}",,
7701,https://en.wikipedia.org/wiki/Twins_Mission,15939,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0934949/', 'Hong Kong Movie DataBase': 'https://www.hkmdb.com/db/movies/view.mhtml?id=11955&display_set=eng', 'Hong Kong Cinemagic': 'http://www.hkcinemagic.com/en/movie.asp?id=8793', 'Twins Mission': 'https://www.lovehkfilm.com/reviews_2/twins_mission.htm'}",,
19421,https://en.wikipedia.org/wiki/Beautiful_Creatures_(2000_film),15940,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0221889/'},,
23631,https://en.wikipedia.org/wiki/The_Borgia,15941,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0482473/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/los_borgia'}",,
2415,https://en.wikipedia.org/wiki/The_Shaggy_D.A.,15943,,,,,,,$10.5 million (US and Canada rentals)[1],USD,10500000.0,10500000.0,10500000.0,,"{'Official website': 'http://movies.disney.com/the-shaggy-da', 'IMDb': 'https://www.imdb.com/title/tt0075200/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/shaggy_da', 'TCM Movie Database': 'https://www.tcm.com/tcmdb/title/89770/enwp', 'AllMovie': 'https://www.allmovie.com/movie/v44035'}",,
38945,https://en.wikipedia.org/wiki/The_Weakness_of_the_Bolshevik,15948,"$275,792[1]",USD,275792.0,275792.0,275792.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0385703/', 'AllMovie': 'https://www.allmovie.com/movie/v295845'}",,
24385,https://en.wikipedia.org/wiki/Terribly_Happy,15952,,,,,,,"$2,828,984[1]",USD,2828984.0,2828984.0,2828984.0,,{},,
1097,https://en.wikipedia.org/wiki/Chef%27s_Special,15953,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1020955/', 'AllMovie': 'https://www.allmovie.com/movie/v450269'}",,
36335,https://en.wikipedia.org/wiki/Chop_Chop_(2001_film),15955,,,,,,,,,,,,,{},Failed to fetch content,
3514,https://en.wikipedia.org/wiki/Just_like_Home_(2007_film),15956,,,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0890879/'},,
39941,https://en.wikipedia.org/wiki/King%27s_Game,15961,,,,,,,,,,,,,{},Failed to fetch content,
39133,https://en.wikipedia.org/wiki/Murk_(film),15962,"22,000,000 DKK [1]",DKK,,,,,,,,,,,{'IMDb': 'https://www.imdb.com/title/tt0432972/'},,
38684,https://en.wikipedia.org/wiki/The_Christmas_Miracle_of_Jonathan_Toomey,15964,$8 million,USD,8000000.0,8000000.0,8000000.0,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0498361/', 'WorldCat': 'https://www.worldcat.org/oclc/696015496'}",,
38820,https://en.wikipedia.org/wiki/Regel_nr._1,15967,,,,,,,,,,,,,"{'IMDb': 'https://www.imdb.com/title/tt0354934/', 'Review in Berlingske Tidende': 'https://www.berlingske.dk/kultur/instruktoerdebut-med-humor-og-charme', 'Review in Politiken': 'https://politiken.dk/kultur/film_og_tv/filmanmeldelser/art4909313/Regel-nr.-1'}",,
12246,https://en.wikipedia.org/wiki/Fallen_Angels_(2008_film),15973,,,,,,,$1.9 million,USD,1900000.0,1900000.0,1900000.0,,{'IMDb': 'https://www.imdb.com/title/tt1010265/'},,
39137,https://en.wikipedia.org/wiki/Bhoothnath,15974,₹20 crore (equivalent to ₹56 crore or US$6.7 million in 2023),INR,200000000.0,200000000.0,200000000.0,,₹38.8 crore (equivalent to ₹108 crore or US$13 million in 2023),INR,388000000.0,388000000.0,388000000.0,,{'IMDb': 'https://www.imdb.com/title/tt0991346/'},,
7791,https://en.wikipedia.org/wiki/Oye_Lucky!_Lucky_Oye!,15975,,,,,,,₹6.1 crore,INR,61000000.0,61000000.0,61000000.0,,{'IMDb': 'https://www.imdb.com/title/tt1292703/'},,
27932,https://en.wikipedia.org/wiki/The_Bubble_(2006_film),15976,,,,,,,,,,,,,{},Failed to fetch content,
57333,https://en.wikipedia.org/wiki/Dev.D,15977,"11 crore
[2]",,,,,,"20.82 crore
[2]",,,,,,"{'IMDb': 'https://www.imdb.com/title/tt1327035/', 'Rotten Tomatoes': 'https://www.rottentomatoes.com/m/dev_d', 'AllMovie': 'https://www.allmovie.com/movie/v466055'}",,
